species,lifestage,URL,SAME_AS
GREATERAMBERJACK,earlyJuvenile,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfz9p9o000x2sl8mptahh45/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,GREATERAMBERJACK/ALMACOJACK
GREATERAMBERJACK,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER
GREATERAMBERJACK,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK
HOGFISH,adult,https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER
HOGFISH,earlyJuvenile,https://api.mapbox.com/styles/v1/claireroberts/cixvtd3g400062rr05pz3dn9x/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,HOGFISH/BLACKGROUPER
HOGFISH,lateJuvenile,https://api.mapbox.com/styles/v1/ceroberts/ciya8w1ri002t2rp7yfo3e5d8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
HOGFISH,spawningAdult,https://api.mapbox.com/styles/v1/ceroberts/ciya92wzk002i2sqj9zpm4dl5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
HOGFISH,eggs,.,UNMAPPABLE
HOGFISH,larvae,.,UNMAPPABLE
HOGFISH,postlarvae,.,UNMAPPABLE
KINGMACKEREL,postLarvae,.,UNMAPPABLE
KINGMACKEREL,adult,https://api.mapbox.com/styles/v1/auburngrad2015/ciyeosl4j001t2smycwbss1mp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,COBIA/GREATERAMBERJACK/KINGMACKEREL
KINGMACKEREL,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg20c4i001g2sl8pzrn88ci/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/WENCHMAN
KINGMACKEREL,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER
KINGMACKEREL,earlyJuvenile,.,UNIQUE
KINGMACKEREL,lateJuvenile,https://api.mapbox.com/styles/v1/aquilonaris/ciyk7rc5h000l2rqqched7uiu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
KINGMACKEREL,spawningAdult,https://api.mapbox.com/styles/v1/aquilonaris/ciyk7vfsb000n2rqq7z99b7kz/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
LANESNAPPER,spawningAdult,https://api.mapbox.com/styles/v1/ceroberts/ciya95lfx002s2rqfttsupkjm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,LANE SNAPPER/YELLOWEDGE GROUPER
LANESNAPPER,adult,https://api.mapbox.com/styles/v1/ceroberts/ciya99t4f002v2rp7o90xp5le/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
LANESNAPPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH
LANESNAPPER,larvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyk7zj5p000v2smgfkor6tyk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
LANESNAPPER,postLarvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyk82bvj000w2smgqi8xhxhp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
LANESNAPPER,earlyJuvenile,https://api.mapbox.com/styles/v1/ceroberts/ciyaafq4900332snpuwxlzlja/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
LANESNAPPER,lateJuvenile,https://api.mapbox.com/styles/v1/ceroberts/ciyabh4c200372snpbylxw3z8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
LESSERAMBERJACK,adult,https://api.mapbox.com/styles/v1/ceroberts/ciyabkfoq00382snpztu8eqbu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
LESSERAMBERJACK,lateJuvenile,https://api.mapbox.com/styles/v1/ceroberts/ciyabmyr000302rqf3oz5xpeq/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
LESSERAMBERJACK,spawningAdult,https://api.mapbox.com/styles/v1/ceroberts/ciyabquzn002q2sqjc5febh4q/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
LESSERAMBERJACK,eggs,.,UNMAPPABLE
LESSERAMBERJACK,larvae,.,UNMAPPABLE
LESSERAMBERJACK,postLarvae,.,UNMAPPABLE
MUTTONSNAPPER,adult,https://api.mapbox.com/styles/v1/ceroberts/ciyaceve200322rqfvht9jgcx/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
MUTTONSNAPPER,earlyJuvenile,https://api.mapbox.com/styles/v1/ceroberts/ciyad2m6j00362spgmstc5mq9/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,MUTTONSNAPPER/YELLOWFINGROUPER
MUTTONSNAPPER,lateJuvenile,https://api.mapbox.com/styles/v1/ceroberts/ciyad5bju00352rqf9bs67m1f/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
MUTTONSNAPPER,spawningAdult,https://api.mapbox.com/styles/v1/ceroberts/ciyad9vwd00382spgcprufvhl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,MUTTONSNAPPER/YELLOWFINGROUPER
MUTTONSNAPPER,eggs,.,UNMAPPABLE
MUTTONSNAPPER,larvae,.,UNMAPPABLE
MUTTONSNAPPER,postLarvae,.,UNMAPPABLE
PINKSHRIMP,fertilizedEgg,https://api.mapbox.com/styles/v1/ceroberts/ciyaex0md003g2snpg0vmkuw3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g,UNIQUE
PINKSHRIMP,latePostlarvaeJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyag7mzb003i2rqff9fnq8bo/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
PINKSHRIMP,nonSpawningAdult,https://api.mapbox.com/styles/v1/tazmichael/ciyagaxur003a2sqjsnd5aqah/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
PINKSHRIMP,spawningAdult,https://api.mapbox.com/styles/v1/tazmichael/ciyagebam003b2sqjvq412aow/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
PINKSHRIMP,subAdult,https://api.mapbox.com/styles/v1/tazmichael/ciyai68uf003p2snp2qt0jusl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
PINKSHRIMP,larvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyk8l58s000l2rnoejcu5nuv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
QUEENSNAPPER,adult,https://api.mapbox.com/styles/v1/tazmichael/ciyak5ys1003v2rp7rwbb2ih4/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
QUEENSNAPPER,lateJuvenile,.,UNMAPPABLE
QUEENSNAPPER,spawningAdult,.,UNMAPPABLE
QUEENSNAPPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2415c001h2slu8pzm7c7z/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,QUEENSNAPPER/SNOWYGROUPER
QUEENSNAPPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2cf0v001i2sluw2usa0op/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,QUEENSNAPPER/SNOWYGROUPER
QUEENSNAPPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg28vbz001i2sl8xdsklzwk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,QUEENSNAPPER/SNOWYGROUPER
QUEENSNAPPER,earlyJuvenile,https://api.mapbox.com/styles/v1/aquilonaris/ciyk8ofcy000m2rno08enytz5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
REDDRUM,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1k4hlv006a2sozkg3kj00m/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,UNIQUE
REDDRUM,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyak93pf003t2sqjqk1pm0u3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDDRUM,larvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyk8rwde000o2rqqsaikmd3v/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE
REDDRUM,lateJuvenile,https://api.mapbox.com/styles/v1/jfroeschke/ciy1kda5h004n2sp6be1um81h/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,UNIQUE
REDDRUM,postlarvae,https://api.mapbox.com/styles/v1/tazmichael/ciybhtewh005c2snpfwu8des5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDDRUM,spawningAdult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1jvsrq004m2sp6gg5iy3ca/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,UNIQUE
REDDRUM,eggs,.,UNMAPPABLE
REDGROUPER,adult,https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER
REDGROUPER,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybih9r600522rqfe2v4my7k/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDGROUPER,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybiof8r000t2sqlx5yykdvm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDGROUPER,spawningAdult,https://api.mapbox.com/styles/v1/claireroberts/cixvv25ld00052sp6zmwzzije/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,BLACKFINSNAPPER/REDGROUPER
REDGROUPER,postLarvae,.,UNMAPPABLE
REDGROUPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER
REDGROUPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER
REDSNAPPER,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1o4dqo006h2rqjqip4yh2o/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,REDSNAPPER/VERMILIONSNAPPER/GAG/GRAYTRIGGERFISH
REDSNAPPER,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybiwhcd005e2snpjt48tqa0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDSNAPPER,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybjkn86000d2sqsha528jxn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDSNAPPER,spawningAdult,https://api.mapbox.com/styles/v1/tazmichael/ciybjlq1r005a2sqjrrokfpxw/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
REDSNAPPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH
REDSNAPPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER
REDSNAPPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK
ROYALREDSHRIMP,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybk4b8i005b2sqj57u15ev9/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
ROYALREDSHRIMP,spawningAdult,https://api.mapbox.com/styles/v1/tazmichael/ciybk56ms000w2sqlimcy314w/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
ROYALREDSHRIMP,eggs,.,UNMAPPABLE
ROYALREDSHRIMP,larvae,.,UNMAPPABLE
ROYALREDSHRIMP,postLarvae,.,UNMAPPABLE
ROYALREDSHRIMP,earlyJuvenile,.,UNMAPPABLE
ROYALREDSHRIMP,lateJuvenile,.,UNMAPPABLE
SCAMP,adult,https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER
SCAMP,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybk5zue005c2sqj169lypla/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
SCAMP,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybk7ln4000x2sql8028jioy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
SCAMP,spawningAdult,https://api.mapbox.com/styles/v1/claireroberts/cixvtl4lu00062rmh4zwjqoe6/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,BLACKGROUPER/SCAMP
SCAMP,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER
SCAMP,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER
SCAMP,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg4rco3001t2smf18mbt7cb/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,SPECKLEDHIND/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER
SILKSNAPPER,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybovy0c000i2sqsoyjyupe7/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
SILKSNAPPER,eggs,.,UNMAPPABLE
SILKSNAPPER,larvae,.,UNMAPPABLE
SILKSNAPPER,postLarvae,.,UNMAPPABLE
SILKSNAPPER,earlyJuvenile,.,UNMAPPABLE
SILKSNAPPER,lateJuvenile,.,UNMAPPABLE
SILKSNAPPER,spawningAdult,.,UNMAPPABLE
SNOWYGROUPER,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybowszv005n2sqjt08gdb0c/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE
